Wall time,Step,Value
1583748306.7336814,20,12.12940502166748
1583748323.9784534,40,8.91468620300293
1583748341.0788615,60,7.595848083496094
1583748349.5982032,70,7.24054479598999
1583748366.650034,90,6.809678077697754
1583748383.7464528,110,6.5008625984191895
1583748392.2638798,120,6.360820770263672
1583748400.7814372,130,6.277430534362793
1583748409.2875001,140,6.191792011260986
1583748417.7912326,150,6.112508296966553
1583748426.3060272,160,6.038166046142578
1583748434.811757,170,5.962796211242676
1583748443.315793,180,5.904679775238037
1583748451.8196068,190,5.847504615783691
1583748460.339087,200,5.802175521850586
1583748468.8440256,210,5.752887725830078
1583748485.8802574,230,5.685699462890625
1583748502.9058692,250,5.621654510498047
1583748511.411991,260,5.5895185470581055
1583748553.9799347,310,5.451593399047852
1583748562.492608,320,5.4277873039245605
1583748571.0099196,330,5.413089752197266
1583748579.5113528,340,5.397525310516357
1583748588.0282462,350,5.3791704177856445
1583748703.5978658,370,4.724977493286133
1583748729.2592323,400,4.751287460327148
1583748737.801978,410,4.804610729217529
1583748754.8967547,430,4.83519172668457
1583748763.4508843,440,4.833866596221924
1583748771.9978664,450,4.805347442626953
1583748780.5652466,460,4.8035454750061035
1583748789.0983877,470,4.792468070983887
1583748797.65762,480,4.8046698570251465
1583748814.7652788,500,4.8008036613464355
1583748823.3187342,510,4.810864448547363
1583748849.1467626,540,4.800602436065674
1583748857.780476,550,4.801568984985352
1583748866.3527834,560,4.799943447113037
1583748874.8929641,570,4.801100730895996
1583748883.4417746,580,4.799839019775391
1583748909.0939019,610,4.793890953063965
1583748917.6423628,620,4.804206848144531
1583748926.195258,630,4.801785469055176
1583748934.8534248,640,4.799485206604004
1583748943.4092596,650,4.801851272583008
1583748951.9532804,660,4.794033050537109
1583748960.5162058,670,4.785815715789795
1583748969.0726085,680,4.7867608070373535
1583748977.6318252,690,4.787837505340576
1583748986.1795712,700,4.789427280426025
1583749103.7038865,720,4.7145280838012695
1583749112.283866,730,4.635622501373291
1583749120.8653996,740,4.7138519287109375
1583749129.4558337,750,4.722108840942383
1583749146.634859,770,4.755579471588135
1583749163.8040931,790,4.758230209350586
1583749172.378215,800,4.748403549194336
1583749189.5458467,820,4.751004695892334
1583749198.1291726,830,4.754857063293457
1583749215.3114974,850,4.755008697509766
1583749223.8925867,860,4.754177093505859
1583749232.4754152,870,4.755782604217529
1583749241.0538988,880,4.745601177215576
1583749249.6509323,890,4.76453971862793
1583749258.239618,900,4.7725043296813965
1583749275.4218192,920,4.7712602615356445
1583749284.002329,930,4.775637149810791
1583749292.5838351,940,4.777885913848877
1583749301.1595297,950,4.783568859100342
1583749318.3252099,970,4.774352073669434
1583749344.0956926,1000,4.780211448669434
1583749352.679839,1010,4.781792640686035
1583749369.8481326,1030,4.773087978363037
1583749387.0719476,1050,4.7642436027526855
1583749395.742274,1060,4.762530326843262
1583749404.4328623,1070,4.759555816650391
1583749543.5938208,1100,4.645049571990967
1583749552.269339,1110,4.703790187835693
1583749578.2853749,1140,4.673041343688965
1583749603.924648,1170,4.686243534088135
1583749612.4721162,1180,4.685776233673096
1583749621.0214787,1190,4.676573753356934
1583749629.5685241,1200,4.687006950378418
1583749638.1236756,1210,4.708012580871582
1583749663.7602768,1240,4.70889139175415
1583749672.3153574,1250,4.698639392852783
1583749680.8654997,1260,4.692288875579834
1583749689.408635,1270,4.690399169921875
1583749697.9596465,1280,4.693933486938477
1583749715.0636797,1300,4.700747489929199
