Wall time,Step,Value
1586038557.904604,10,7.082033157348633
1586038566.76202,20,6.093923091888428
1586038584.605594,40,5.442383766174316
1586038593.4338245,50,5.286477088928223
1586038602.272335,60,5.180249214172363
1586038611.1144078,70,5.128007411956787
1586038619.9347143,80,5.081822395324707
1586038628.7764902,90,5.03643798828125
1586038637.606498,100,5.010583400726318
1586038646.4397721,110,4.9945220947265625
1586038655.2779505,120,4.959770679473877
1586038664.1106691,130,4.933268070220947
1586038673.1953833,140,4.919213771820068
1586038682.5068226,150,4.909077167510986
1586038691.5087285,160,4.904881954193115
1586038700.794595,170,4.9030609130859375
1586038709.666711,180,4.8878254890441895
1586038718.505741,190,4.872775554656982
1586038727.3525727,200,4.842180252075195
1586038736.196492,210,4.833957195281982
1586038745.0400395,220,4.830676555633545
1586038753.8782632,230,4.814453601837158
1586038762.723147,240,4.798687934875488
1586038771.9988906,250,4.785970211029053
1586038780.8303168,260,4.77594518661499
1586038789.668084,270,4.7724409103393555
1586038798.5047448,280,4.764873027801514
1586038816.184806,300,4.7540717124938965
1586038825.008942,310,4.7431769371032715
1586038833.829994,320,4.733841419219971
1586038842.659095,330,4.728029727935791
1586038851.4917698,340,4.719707489013672
1586038860.3424573,350,4.712867259979248
1586038975.6548688,360,4.132820129394531
1586038984.536971,370,4.252951145172119
1586038993.3576686,380,4.307958126068115
1586039002.180509,390,4.255040168762207
1586039010.9911063,400,4.3015570640563965
1586039019.821899,410,4.351215839385986
1586039037.435329,430,4.355306148529053
1586039046.3022034,440,4.337976932525635
1586039055.111899,450,4.332095623016357
1586039063.918879,460,4.341763973236084
1586039072.7429416,470,4.341052055358887
1586039081.5499282,480,4.362788677215576
1586039090.3603232,490,4.349212169647217
1586039099.169664,500,4.344533443450928
1586039108.7445934,510,4.344355583190918
1586039118.1867058,520,4.345850467681885
1586039127.379819,530,4.345531463623047
1586039136.2148726,540,4.351695537567139
1586039145.0476959,550,4.353044033050537
1586039153.8599293,560,4.35048246383667
1586039162.6760576,570,4.354302883148193
1586039171.5186327,580,4.352206230163574
1586039180.3233058,590,4.345435619354248
1586039189.1674054,600,4.34137487411499
1586039198.1878088,610,4.336130619049072
1586039206.9981406,620,4.327446460723877
1586039215.8089871,630,4.3294453620910645
1586039224.6219034,640,4.331223011016846
1586039233.4631908,650,4.327793598175049
1586039242.2675261,660,4.337529182434082
1586039251.0740044,670,4.341907501220703
1586039259.908854,680,4.340838432312012
1586039268.713286,690,4.337442398071289
1586039277.5214667,700,4.334776878356934
1586039286.3368626,710,4.339101314544678
1586039398.3616571,720,4.181845664978027
1586039407.1140492,730,4.000075340270996
1586039415.8867803,740,4.1566925048828125
1586039424.6300619,750,4.161757469177246
1586039433.372834,760,4.16480016708374
1586039442.1451964,770,4.1555867195129395
1586039450.8922975,780,4.2411346435546875
1586039459.642503,790,4.252823829650879
1586039468.417911,800,4.262791633605957
1586039477.1695085,810,4.269126892089844
1586039485.9121852,820,4.26479959487915
1586039494.6561017,830,4.254721164703369
1586039503.4284673,840,4.2411789894104
1586039512.1707437,850,4.242121696472168
1586039521.003985,860,4.243989944458008
1586039529.9604955,870,4.23479700088501
1586039539.511511,880,4.233823776245117
1586039550.0470119,890,4.221799373626709
1586039560.9326591,900,4.231886386871338
1586039569.7430859,910,4.227272033691406
1586039579.4000347,920,4.2113356590271
1586039588.5480409,930,4.218326568603516
1586039597.3493726,940,4.220929145812988
1586039606.0898867,950,4.221965312957764
1586039614.8288589,960,4.229608535766602
1586039623.5667276,970,4.228583335876465
1586039632.330799,980,4.2270731925964355
1586039641.0745797,990,4.218138694763184
1586039649.8128686,1000,4.212422847747803
1586039658.5878007,1010,4.207781791687012
1586039667.3251297,1020,4.199267864227295
1586039676.0619445,1030,4.197903156280518
1586039684.8260682,1040,4.200112819671631
1586039693.5658355,1050,4.191315174102783
1586039702.3091614,1060,4.188638210296631
1586039711.046599,1070,4.195168495178223
1586039823.5471458,1080,4.10618782043457
1586039832.3951144,1090,4.003059387207031
